<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.03.09	1.69358	1.69674	1.68707	1.68937	168655	0	1
2018.03.12	1.68869	1.69189	1.68246	1.69047	98596	0	1
2018.03.13	1.69047	1.69285	1.68136	1.69098	161237	0	1
2018.03.14	1.69098	1.69289	1.68428	1.69190	157209	0	1
2018.03.15	1.69187	1.69435	1.68749	1.68957	158602	0	1
2018.03.16	1.68957	1.70437	1.68957	1.70231	130393	0	1
2018.03.19	1.70229	1.70817	1.69880	1.70323	162914	0	1
2018.03.20	1.70323	1.71099	1.70238	1.70628	140183	0	1
2018.03.21	1.70633	1.71628	1.70392	1.70734	149451	0	1
2018.03.22	1.70734	1.71102	1.69935	1.70645	153359	0	1
2018.03.23	1.70647	1.70937	1.69837	1.70686	162747	0	1
2018.03.26	1.70648	1.70860	1.69689	1.70483	144244	0	1
2018.03.27	1.70483	1.71121	1.70252	1.70353	136539	0	1
2018.03.28	1.70588	1.71075	1.70268	1.70628	157765	0	1
2018.03.29	1.70595	1.71398	1.69912	1.69928	121167	0	1
2018.03.30	1.69928	1.70418	1.69763	1.70116	60759	0	2
2018.04.02	1.69950	1.70632	1.69929	1.70490	56011	0	5
2018.04.03	1.70490	1.70915	1.68763	1.69058	120666	0	1
2018.04.04	1.69038	1.69157	1.67970	1.68042	82791	0	1
2018.04.05	1.68007	1.68718	1.67678	1.68077	77533	0	1
2018.04.06	1.67844	1.69099	1.67844	1.68829	102502	0	1
2018.04.09	1.68584	1.68879	1.68038	1.68628	79038	0	1
2018.04.10	1.68558	1.68708	1.67410	1.67753	93302	0	1
2018.04.11	1.67821	1.68283	1.67591	1.67988	89987	0	1
2018.04.12	1.67854	1.68234	1.66876	1.67038	98788	0	1
2018.04.13	1.67018	1.67939	1.66719	1.67650	80217	0	1
2018.04.16	1.67532	1.68595	1.67495	1.68123	74176	0	1
2018.04.17	1.68008	1.68918	1.67991	1.68415	78212	0	1
2018.04.18	1.68409	1.69253	1.68358	1.69006	82530	0	1
2018.04.19	1.68975	1.70077	1.68564	1.69706	104493	0	1
2018.04.20	1.69619	1.70688	1.69618	1.70383	90572	0	1
2018.04.23	1.69920	1.70840	1.69920	1.70810	86116	0	1
2018.04.24	1.70591	1.72028	1.70560	1.71748	106469	0	1
2018.04.25	1.71715	1.72513	1.71714	1.71968	96935	0	1
2018.04.26	1.71890	1.72568	1.71245	1.71386	116233	0	1
2018.04.27	1.71359	1.71663	1.70915	1.71129	92544	0	1
2018.04.30	1.71091	1.71801	1.71059	1.71652	94722	0	1
2018.05.01	1.71618	1.71745	1.71126	1.71205	87312	0	1
2018.05.02	1.71033	1.71448	1.70484	1.70843	134818	0	1
2018.05.03	1.70843	1.70996	1.70035	1.70240	126898	0	1
2018.05.04	1.70240	1.70700	1.70009	1.70341	99755	0	1
2018.05.07	1.70133	1.70479	1.69648	1.69788	75095	0	1
2018.05.08	1.69788	1.70455	1.69691	1.70107	114892	0	1
2018.05.09	1.70107	1.70430	1.69458	1.69458	104174	0	1
2018.05.10	1.69458	1.71804	1.69448	1.71108	155635	0	1
2018.05.11	1.71078	1.71697	1.70708	1.71402	108878	0	1
2018.05.14	1.71238	1.72763	1.71113	1.72488	96422	0	1
2018.05.15	1.72492	1.72931	1.72072	1.72478	133071	0	1
2018.05.16	1.72485	1.72593	1.70597	1.71188	140678	0	1
2018.05.17	1.71138	1.71674	1.70510	1.71408	116347	0	1
2018.05.18	1.71222	1.71612	1.69969	1.70048	103243	0	1
2018.05.21	1.70101	1.70484	1.69610	1.69718	100394	0	1
2018.05.22	1.69678	1.70209	1.68916	1.69818	111576	0	1
2018.05.23	1.69779	1.70610	1.69008	1.69058	159633	0	1
2018.05.24	1.68903	1.69806	1.68797	1.69083	129417	0	1
2018.05.25	1.69161	1.69374	1.68288	1.68380	114708	0	1
2018.05.28	1.68611	1.69015	1.67032	1.67323	94309	0	1
2018.05.29	1.67378	1.67856	1.66564	1.67118	164898	0	1
2018.05.30	1.67039	1.67640	1.66267	1.66868	142848	0	1
2018.05.31	1.66826	1.67574	1.66097	1.66918	140641	0	1
2018.06.01	1.66863	1.67703	1.66572	1.66901	123842	0	1
